MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
BIAD|P|SAGETRADER, LLC|||Y|Y|Y|Y
BIDS|P|BIDS TRADING L.P.||212-618-2060|N|Y|N|N
BIGG|P|Brownstone Investment Group, LLC|||Y|Y|N|N
BIGP|P|BROWNSTONE INVESTMENT GROUP, LLC|||Y|Y|N|N
BIGZ|P|BROWNSTONE INVESTMENT GROUP, LLC|||Y|Y|N|N
BIMI|O|Banca IMI Securities Corp.|NEW YORK, NEW YORK|212-326-1118|Y|Y|N|N
BIRM|P|Sanford C. Bernstein & Co., LLC|NEW YORK, NY|212-756-4017|Y|Y|Y|Y
BISI|P|BANORTE SECURITIES INTERNATIONAL, LTD.|||N|Y|N|N
BITS|P|ISAAK BOND INVESTMENTS, INC.|||N|Y|N|N
BJCM|P|ESSEX SECURITIES LLC|||N|Y|N|N
BJDV|P|BENJAMIN & JEROLD BROKERAGE I, LLC|||N|N|N|N
BJRC|N|CASCADE INVESTMENT GROUP, INC.|||N|Y|N|N
BJRP|P|BENJAMIN & JEROLD BROKERAGE I, LLC|||N|N|N|N
BKCM|P|BNY Mellon Capital Markets LLC|||Y|Y|N|N
BKES|P|BNY MELLON CAPITAL MARKETS, LLC|||Y|Y|N|N
BKLR|P|BUCKLER SECURITIES LLC|||N|Y|N|N
BKRT|M|Buckman, Buckman & Reid, Inc.|RED BANK  NJ|732-224-7900|Y|Y|N|N
BKRT|M|Buckman, Buckman & Reid, Inc.|NASDAQ TRADING|800-952-4957|Y|Y|N|N
BKRT|M|Buckman, Buckman & Reid, Inc.||732-224-8845|Y|Y|N|N
BKST|M|Brookstreet Securities Corporation|IRVINE  CA|800-285-2578|N|N|N|N
BKST|M|Brookstreet Securities Corporation|BACK-UP|949-852-6800 EXT 205|N|N|N|N
BKVW|P|Access Securities, LLC|||N|Y|N|N
BLAS|P|SAN BLAS SECURITIES LLC|||Y|Y|N|N
BLAV|P|Sanford C. Bernstein & Co., LLC|NEW YORK, NY|212-756-4017|Y|Y|Y|Y
BLAY|P|Bley Investments Group, Inc.|||N|Y|N|N
BLCK|N|James I. Black & Company|LAKELAND, FL|863-686-4163|N|Y|N|N
BLIO|P|Bloomberg L.P.|||N|N|N|N
BLKB|N|Blackburn & Company, Inc.|NEW YORK, NY|(212)760-1740|N|N|N|N
BLKX|P|INSTINET, LLC|||Y|Y|Y|Y
BLNI|N|Ameritas Investment Corp.|||N|Y|N|N
BLNX|P|BENJAMIN & JEROLD BROKERAGE I, LLC|||N|N|N|N
BLOC|P|AOS, Inc.|||N|Y|N|N
BLOX|P|JONESTRADING|||Y|Y|N|N
BLTD|P|BLUEFIN CAPITAL MANAGEMENT, LLC|||N|N|N|N
BLTK|P|Bulltick, Llc|TRADING DESK|305-533-1005|Y|Y|N|N
BLTN|P|BOLTON SECURITIES CORPORATION|||N|Y|N|N
BLTR|C|Bloomberg Tradebook LLC|||N|Y|N|N
BLUE|P|Blue Ocean ATS, LLC|||N|Y|N|N
BLVS|P|BLUE VASE SECURITIES, LLC|||N|Y|N|N
BLYK|M|Blaylock & Company, Inc.|NEW YORK, NY|800-760-8855|N|N|N|N
BMEE|P|Barron Moore, Inc.|||N|N|N|N
BMFS|P|Boston Merchant Financial Services, Inc.|||N|N|N|N
BMNT|P|MINT GLOBAL MARKETS, INC.|||Y|Y|N|N
BMOC|M|BMO Capital Markets Corp.|NEW YORK, NY|212-338-8970|Y|Y|Y|Y
BMOC|M|BMO Capital Markets Corp.|NEW YORK, NY|800-835-5313|Y|Y|Y|Y
BMOC|M|BMO Capital Markets Corp.|RETAIL|212-702-1939|Y|Y|Y|Y
BMOC|M|BMO Capital Markets Corp.|CANADA,GOLD,METALS|1-800-405-1219|Y|Y|Y|Y
BMOR|P|Barron Moore, Inc.|MAIN NUMBER|214-520-6500|N|N|N|N
BMRK|P|BENCHMARK INVESTMENTS, LLC|||N|Y|N|N
BMSI|P|BULL MARKET SECURITIES, INC.|||N|Y|N|N
BMUR|P|BREAN CAPITAL, LLC|NEW YORK, NY|800-223-4132|Y|Y|N|N
BMUR|P|BREAN CAPITAL, LLC|NEW YORK, NY|212-702-6500|Y|Y|N|N
BNBG|N|Bainbridge Securities Inc.|||N|N|N|N
BNCH|M|The Benchmark Company, LLC|OTCBB|212-312-6700|Y|Y|N|N
BNCO|P|THE BENCHMARK COMPANY, LLC|||Y|Y|N|N
BNDS|P|Bonds.com, Inc.|||N|Y|N|N
BNJM|P|BENJAMIN SECURITIES, INC.|||N|Y|N|N
BNKS|M|Fig Partners, LLC|ATLANTA, GA|404-601-7205|Y|Y|N|N
BNKS|M|Fig Partners, LLC|BACKUP|404-291-9133|Y|Y|N|N
BNKS|M|Fig Partners, LLC|BACKUP|339-224-0020|Y|Y|N|N
BNPC|P|BNP Paribas Investment Services, LLC|||N|N|N|N
BNPE|P|BNP Paribas Securities Corp.|||Y|Y|Y|Y
BNPS|O|BNP Paribas Securities Corp.|||Y|Y|Y|Y
BNPX|P|BNP PARIBAS SECURITIES CORP.|||Y|Y|N|N
BNTE|P|BANORTE SECURITIES INTERNATIONAL, LTD.|||N|Y|N|N
BNYI|P|BNY Investment Center Inc.|||N|N|N|N
BNYM|P|BNY MELLON CAPITAL MARKETS, LLC|||Y|Y|N|N
BNYN|O|Banyan Securities, LLC|LARKSPUR ,CA|415-461-0900|Y|Y|N|N
BOBS|P|BULLISH BOB BAGLEY SECURITIES, INC.|||N|Y|N|N
BOFA|M|Bofa Securities, Inc.|NEW YORK|212-583-8000|Y|Y|Y|Y
BOFA|M|Bofa Securities, Inc.|NEW YORK|888-583-8900|Y|Y|Y|Y
BOFA|M|Bofa Securities, Inc.|AGENCY TRADING NY|212-583-8119|Y|Y|Y|Y
BOFA|M|Bofa Securities, Inc.|CONVERTIBLES|212-583-8214|Y|Y|Y|Y
BOFA|M|Bofa Securities, Inc.|LISTED|800-227-4705|Y|Y|Y|Y
BOFA|M|Bofa Securities, Inc.|NY FOREIGN TRADING|212-583-8123|Y|Y|Y|Y
BOFA|M|Bofa Securities, Inc.|TRADING|212-583-8101|Y|Y|Y|Y
BOFA|M|Bofa Securities, Inc.|TRADING|212-583-8113|Y|Y|Y|Y
BOIN|P|BOURSA INVESTMENTS,INC.|||N|Y|N|N
BOJI|M|Okoboji Financial Services, Inc.|SPIRIT LAKE, IA|712-336-3380|N|N|N|N
BOKI|P|BOK FINANCIAL SECURITIES, INC.|||N|Y|N|N
BOND|P|ABRAMENKO & COMPANY, INC.|||N|N|N|N
BOOK|C|Bloomberg Tradebook LLC|||N|Y|N|N
BOOM|P|Integral Capital Group, LLC|TRADING DESK|212-905-7600|N|N|N|N
BOSM|E|Boston Stock Exchange|||N|N|N|N
BOSX|E|Boston Stock Exchange|NASDAQ TRADING|617-526-8700|N|N|N|N
BOSX|E|Boston Stock Exchange|NASDAQ TRADE SUPPORT|617-526-8705|N|N|N|N
BOSX|E|Boston Stock Exchange|K&S INC.|617-526-8710 (KASN)|N|N|N|N
BOSX|E|Boston Stock Exchange|MELVIN SPECIALIST|617-526-8715 (MSIO)|N|N|N|N
BOSX|E|Boston Stock Exchange|MOORS & CABOT|617-526-8720 (MCBT)|N|N|N|N
BOTZ|P|C. A. Botzum & Co.|||N|Y|N|N
BPAT|M|Baird, Patrick & Co., Inc.|OTC/BANKS|212-422-1120|N|N|N|N
BPAT|M|Baird, Patrick & Co., Inc.|OTC/BANKS|800-421-0123|N|N|N|N
BPAT|M|Baird, Patrick & Co., Inc.|PREFERRED TRADING|212-493-6626|N|N|N|N
BPAT|M|Baird, Patrick & Co., Inc.||800-421-0123|N|N|N|N
BPFI|P|MANORHAVEN CAPITAL LLC|||N|Y|N|N
BPLC|P|Bannockburn Partners, Llc|||N|Y|N|N
BPLL|P|ENTREX CAPITAL MARKETS|||N|N|N|N
BPWP|N|BUTTONWOOD PARTNERS, INC.|||N|Y|N|N
BRCB|N|Branch, Cabell & Co.,  Inc.|||N|N|N|N
BRCK|P|BEDROCK SECURITIES, LLC|||N|N|N|N
BRCO|P|Brownco, LLC|BOSTON  MA|617-624-6453|N|N|N|N
BRCO|P|Brownco, LLC||800-357-4410|N|N|N|N
BRCY|P|BCP SECURITIES, LLC|||N|Y|N|N
BRFI|P|LEBENTHAL FINANCIAL SERVICES, INC.|||N|Y|N|N
BRGE|M|Newbridge Securities Corp.|FT LAUDERDALE, FL|954-229-9818|Y|Y|N|N
BRGE|M|Newbridge Securities Corp.|BACKUP LINE|954-334-3450|Y|Y|N|N
BRIM|N|Brimberg & Co.|||N|N|N|N
BRIN|P|Brinson Patrick Securities Corporation|||N|N|N|N
BRKL|P|BROOKLINE GROUP, LLC|||N|N|N|N
BRMS|P|Biremis, Corp.|TRADING|617-848-8998|N|N|N|N
BRND|N|Robert Brandt & Co.||800-421-0670|N|N|N|N
BRNK|P|BRINKER CAPITAL SECURITIES, LLC|||N|Y|N|N
BRNT|N|H.D. Brent & Company, Inc.|||N|N|N|N
BROC|P|PGM GLOBAL INC.|||N|Y|N|N
BROK|P|Brockington Securities, Inc.|||N|N|N|N
BRON|P|Brownco, LLC|BOSTON  MA|617-624-6453|N|N|N|N
BRON|P|Brownco, LLC||800-357-4410|N|N|N|N
BRPR|P|BRASIL PLURAL SECURITIES LLC|Main Line|212-388-5600|N|Y|N|N
BRRR|N|BARRINGTON RESEARCH ASSOCIATES, INC.|NASDAQ TRADING|800-233-6205|N|Y|N|N
BRRT|P|Brut, LLC|||Y|Y|Y|Y
BRSA|P|BOURSA INVESTMENTS,INC.|||N|Y|N|N
BRSB|P|BOURSA INVESTMENTS,INC.|||N|Y|N|N
BRSE|N|Bradesco Securities Inc.|NEW YORK, NY|212-888-9141|Y|Y|N|N
BRSN|P|Brut, LLC|||Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|BROKER/DEALR SUPPORT|212-269-7470|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|MAIN OFFICE|212-952-0280|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|DISASTER TRADING|212-269-7470|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|DISASTER TRADING|201-499-5910|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|DISASTER RECOVERY|201-499-5900|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|RIDGEFIELD, NJ|210-840-5651|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|TRADE SUPPORT|201-599-5910|Y|Y|Y|Y
BRVL|P|BLAYLOCK VAN, LLC|||N|Y|N|N
BRWM|P|B. RILEY WEALTH MANAGEMENT, INC.|||N|Y|N|N
BRWN|N|K.W. Brown Investments|NASDAQ TRADING|561-347-8434|N|N|N|N
BSAM|P|Bear, Stearns Securities Corp./ American Stock Exchange OTC|||N|N|N|N
BSAZ|N|Berry-Shino Securities, Inc.|||N|N|N|N
BSCM|P|BROAD STREET CAPITAL MARKETS, LLC|||N|Y|N|N
BSCO|P|Brookshire Securities Corporation|||N|N|N|N
BSCT|P|Brookshire Securities Corporation|||N|N|N|N
BSIC|M|Basic Investors Inc.|MELVILLE, NY|631-630-0286|N|N|N|N
BSIC|M|Basic Investors Inc.|BULLETIN BOARDS|631-630-0286|N|N|N|N
BSIS|N|Bancorpsouth Investment Services, Inc.|||N|N|N|N
BSSC|P|J.P. MORGAN SECURITIES LLC|||Y|Y|Y|Y
BSTV|P|Bestvest Investments, Ltd.|||N|Y|N|N
BSWC|M|A.G. Blakey & Company|||N|N|N|N
BTAB|N|DB Alex. Brown LLC|||N|N|N|N
BTBC|P|BT Brokerage Corporation|||N|N|N|N
BTBK|P|BLOOMBERG TRADEBOOK LLC|||N|Y|N|N
BTBS|P|BELVEDERE TRADING LLC|||N|N|N|N
BTDG|P|BIDS TRADING L.P.|||N|Y|N|N
BTGA|O|Bottega Securities, LLC|TRADING|310-208-4410|N|N|N|N
BTGP|P|BTG PACTUAL US CAPITAL, LLC|||N|Y|N|N
BTIF|P|BTIG, LLC|||Y|Y|N|N
BTIG|M|BTIG, LLC||415-248-2200|Y|Y|N|N
BTIM|P|BTIG, LLC|||Y|Y|N|N
BTIS|P|BTIG, LLC|||Y|Y|N|N
BTIX|P|BTIG, LLC|||Y|Y|N|N
BTRA|O|B-Trade Services LLC|NEW YORK|212-448-5682|N|N|N|N
BTRA|O|B-Trade Services LLC|TRADING|888-873-8873|N|N|N|N
BTRD|C|B-Trade Services LLC|NEW YORK, NY|212-448-5682|N|N|N|N
BTRD|C|B-Trade Services LLC|NEW YORK, NY|212-448-5680|N|N|N|N
BTSI|P|AINVEST FINANCIAL, INC.|||N|Y|N|N
BTSS|P|MOMENTUM INDEPENDENT NETWORK INC.|||N|Y|N|N
BUCL|M|Harris Investorline|||N|N|N|N
BUEL|O|BUELL SECURITIES CORP.|WETHERSFIELD  CT|860-258-2300 X122|N|Y|N|N
BUNT|N|UBS Bunting Warburg|||N|N|N|N
BURR|P|BURRILL MERCHANT ADVISORS GROUP, LLC|||N|N|N|N
BUWI|O|Butler, Wick & Co., Inc.|YOUNGSTOWN OH|330-744-4351|N|N|N|N
BUWI|O|Butler, Wick & Co., Inc.|NASDAQ TRADING|800-969-6393|N|N|N|N
BUWI|O|Butler, Wick & Co., Inc.||800-229-1643|N|N|N|N
BUZZ|N|Heidtke & Company, Inc.|||N|N|N|N
BVCM|M|UNICREDIT CAPITAL MARKETS||212-672-6241|N|Y|N|N
BVIS|P|BESTVEST INVESTMENTS, LTD.|||N|Y|N|N
BVUS|P|BONDS.COM, INC.|||N|Y|N|N
BWAG|P|Bear Wagner Specialists LLC|||N|N|N|N
BWAL|P|Broadwall Capital LLC|NEW YORK, NY|646-432-6300|N|N|N|N
BWEL|P|Barclays Capital Inc./LE|||Y|Y|Y|Y
BWNA|N|BROWN ASSOCIATES, INC.|||N|Y|N|N
BWNT|M|First American Capital and Trading Corporation|||N|N|N|N
BYXM|P|CBOE TRADING, INC.|||Y|Y|Y|N
BYXX|E|Bats Trading, Inc.|||Y|Y|Y|N
BZTN|N|Alliant Securities, Inc. Turner, Nord, Kienbaum|NASDAQ TRADING|509-747-9144|N|Y|N|N
BZWV|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
BZXL|P|VOLANT LIQUIDITY, LLC|||N|N|N|N
BZYD|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
BZYF|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
BZYJ|P|GOLDMAN SACHS & CO. LLC|||N|N|N|N
CAAA|O|AKAR CAPITAL MANAGEMENT, INC.|||N|Y|N|N
CABR|P|Cabrera Capital Markets, Inc.|||N|Y|N|N
CADG|P|RISE FINANCIAL SERVICES, LLC|||N|Y|N|N
CAGI|P|CRESCENT SECURITIES GROUP, INC.|||N|Y|N|N
CAIB|P|CALTON & ASSOCIATES, INC.|||N|Y|N|N
CAIN|N|Carnegie Investor Services Inc.|||N|N|N|N
CALD|N|Caldwell Securities, Incorporated|DANVILLE, CA|925-838-5525|N|Y|N|N
CALL|P|BOURNEHILL INVESTMENT SERVICES, INC.|||N|Y|N|N
CALT|P|CALTON & ASSOCIATES, INC.|||N|Y|N|N
CAMB|N|Cambridge Group Investments, Ltd.|||N|N|N|N
CAMC|P|Cambria Capital, LLC|||N|Y|N|N
CAMM|N|Chela Technology Partners, Llc|||N|N|N|N
CANA|P|CANACCORD GENUITY INC.|||Y|Y|N|N
CANN|P|Cannondale Securities, LLC|NY - AGENCY DESK|212-610-2780|N|N|N|N
CANT|M|Cantor Fitzgerald & Co.|TRADING|800-214-7307|Y|Y|N|N
CANT|M|Cantor Fitzgerald & Co.|NASDAQ INTERNATIONAL|212-829-5475|Y|Y|N|N
CAPB|N|Capital Investment Brokerage, Inc.|||N|Y|N|N
CAPC|P|CAPITAL CITY SECURITIES, LLC|||N|Y|N|N
CAPF|N|CAPITAL FINANCIAL SERVICES, INC.|||N|Y|N|N
CAPG|P|Capital Investment Group, Inc.|||N|Y|N|N
CAPM|M|NATWEST MARKETS SECURITIES INC.|||N|Y|N|N
CAPP|P|CapFinancial Partners, LLC|||N|Y|N|N
CAPS|P|White Cap Trading, LLC|MAIN NUMBER|212-812-9300|N|N|N|N
CAPS|P|White Cap Trading, LLC|TRADING DESK|1-888-928-3375|N|N|N|N
CARN|P|CARNEGIE, INC.|||N|Y|N|N
CARR|M|Carr Securities Corporation|PT WASHINGTON NY|516-944-8300|N|N|N|N
CARR|M|Carr Securities Corporation|DELISTING/BANKRUPTCY|800-221-2243|N|N|N|N
CART|N|Carty & Company, Inc.|MEMPHIS, TN|(901)767-8940|N|Y|N|N
CARY|P|CARY STREET PARTNERS LLC|||N|Y|N|N
CASH|O|Planner Securities LLC|NASDAQ TRADING|732-536-0550|N|Y|N|N
CASL|P|Coast Asset Securities LLC|||N|N|N|N
CATC|P|Chicago Analytic Trading Company, LLC|||N|Y|N|N
CATE|P|Carter, Terry & Company, Inc.|NASDAQ TRADING|404-964-8079|N|Y|N|N
CATF|N|Catalyst Financial|DANBURY, CT|203-791-3944|N|N|N|N
CATH|P|CATHAY SECURITIES, INC.|||N|Y|N|N
CATS|P|Citadel Securities LLC|||Y|Y|Y|Y
CATY|P|Cathay Financial Inc.|NEW YORK, NY|212-610-1199|N|N|N|N
CAVU|P|POINT CAPITAL MARKETS, LLC|||N|Y|N|N
CAZE|O|Cazenove Incorporated|||N|N|N|N
CBAS|P|CBA Securities LLC|||N|N|N|N
CBBB|N|NASDAQ PRODUCT DEVELOPMENT/NY|SUBSCRIBER SERVICES|1-800-777-5606|N|N|N|N
CBCB|M|Collier Browne & Company|CINN.  OHIO|513-271-3777|N|N|N|N
CBCI|P|KeyBanc Capital Markets Inc.|||Y|Y|N|N
CBFG|P|Cheevers, Hand & Angeline, Inc.|||N|N|N|N
CBID|M|CLEARINGBID MARKETS, INC.|||N|Y|N|N
CBIN|P|BBVA SECURITIES INC.|||N|Y|N|N
CBIS|P|CBNY Investment Services Corp.|||N|N|N|N
CBNL|P|Cambridge BN Ltd.|||N|N|N|N
CBOE|E|Chicago Board Options Exchange|||N|N|N|N
CBOH|N|Chicago Board Of Options Exchange/Bear Stearns|||N|N|N|N
CBOL|M|Mutual Securities Inc|ENCINO  CA|818-990-0992|N|Y|N|N
CBOL|M|Mutual Securities Inc|LAGUNA NIGUEL, CA.|714-495-0764|N|Y|N|N
CBOL|M|Mutual Securities Inc|ENCINO, CA|800-750-7862|N|Y|N|N
CBRA|P|Cobra Trading, Inc.|||N|Y|N|N
CBRC|P|COBRA TRADING, INC.|||N|Y|N|N
CBRV|P|COBRA TRADING, INC.|||N|Y|N|N
CBSE|P|CAMBRIDGE INTERNATIONAL SECURITIES, LLC|||N|Y|N|N
CBSI|P|Cullum & Burks Securities, Inc.|||N|N|N|N
CBTD|N|SYNOVUS SECURITIES, INC.|COLUMBUS, GA|404-649-5528|N|Y|N|N
CBUZ|P|Jump Trading, LLC|||Y|N|Y|Y
CCAE|M|Nasdaq System Symbol/CCAE/800082|||N|N|N|N
CCAI|P|CANACCORD GENUITY INC.|||Y|Y|N|N
CCBO|P|CCB INTERNATIONAL OVERSEAS (USA) INC.|||N|Y|N|N
CCCM|P|Cowen and Company, LLC|||Y|Y|Y|Y
CCCO|P|Carnes Capital Corporation|NAPLES  FL|941-261-6187|N|Y|N|N
CCCO|P|Carnes Capital Corporation||800-964-4392|N|Y|N|N
CCCO|P|Carnes Capital Corporation|SWITCHBOARD|941-261-2112|N|Y|N|N
CCGR|P|COHEN CAPITAL GROUP, LLC|||N|N|N|N
CCIC|P|CAC Capital Corp|||N|N|N|N
CCIG|P|CinCap Investment Group,INC.|||N|Y|N|N
CCIS|N|CORRELL CO. INVESTMENT SERVICES CORP.|||N|Y|N|N
CCMB|P|Cowen and Company, LLC|||Y|Y|Y|Y
CCMC|P|Commerzbank Capital Markets Corp.|||N|N|N|N
CCME|N|CCM Equities LLC|||N|Y|N|N
CCMI|P|Citizens JMP Securities LLC|||Y|Y|N|N
CCMK|P|Cowen and Company, LLC|||Y|Y|Y|Y
CCML|P|CONCEPT CAPITAL MARKETS, LLC|||Y|Y|N|N
CCMM|P|Craft Capital Management LLC|||N|Y|N|N
CCMT|P|Cohen and Company Capital Markets, LLC|||N|N|N|N
CCOC|P|CCO CAPITAL, LLC|||N|Y|N|N
CCPP|P|CHALICE CAPITAL PARTNERS|||N|Y|N|N
CCRD|P|CONCORDE INVESTMENT SERVICES, LLC|||N|Y|N|N
CCTE|P|DRIVEWEALTH INSTITUTIONAL LLC|||Y|Y|N|N
CCUS|P|CIC MARKET SOLUTIONS, INC.|||N|Y|N|N
CDEA|P|CIBC World Markets Corp.|||Y|Y|Y|Y
CDEL|P|Citadel Securities LLC|||Y|Y|Y|Y
CDGO|P|CITADEL SECURITIES LLC|||Y|Y|Y|Y
CDLC|P|CITADEL CLEARING LLC|||N|Y|N|N
CDON|P|CELADON FINANCIAL GROUP LLC|||Y|Y|N|N
CDRG|M|Citadel Securities LLC|CHICAGO, IL|312-395-2010|Y|Y|Y|Y
CEDL|P|Citadel Securities LLC|||Y|Y|Y|Y
CEMM|O|Citadel Derivatives Group LLC||312-395-3388|Y|Y|Y|Y
CENT|P|CENTENNIAL SECURITIES COMPANY, LLC|||N|Y|N|N
CEON|O|Rice, Voelker,  LLC|NEW ORLEANS, LA|800-240-0412|Y|Y|N|N
CEPA|P|Century Pacific Securities, Inc.|||N|N|N|N
CERS|O|Ceros Financial Services, Inc.|||Y|Y|N|N
CESI|P|FILLMORE ADVISORS, LLC|||N|Y|N|N
CESX|M|WORLD-XECUTION STRATEGIES|||N|N|N|N
CETR|N|Centurion Institutional Services, Inc.|||N|N|N|N
CEUT|O|Collins Stewart LLC|NEW YORK  NY|212-888-8256|N|N|N|N
CEUT|O|Collins Stewart LLC|NASDAQ TRADING|800-538-7004|N|N|N|N
CFCD|P|CANTOR FITZGERALD & CO|||Y|Y|N|N
CFCO|P|Cantor Fitzgerald & Co.|||Y|Y|N|N
CFCS|P|CANTOR FITZGERALD & CO.|||Y|Y|N|N
CFDI|O|CFD Investments, Inc.|KOKOMO, IN|317-453-9600|N|Y|N|N
CFGM|P|Trustmont Financial Group, Inc.|||N|Y|N|N
CFGN|M|CELADON FINANCIAL GROUP LLC|Trading Desk|732-226-7193|Y|Y|N|N
CFGO|P|CF Global Trading, LLC|||N|Y|N|N
CFGT|P|CF Global Trading, LLC|||N|Y|N|N
CFII|N|Consolidated Financial Investments, Inc.|NASDAQ TRADING|314-727-1177|N|Y|N|N
CFII|N|Consolidated Financial Investments, Inc.||800-292-6637|N|Y|N|N
CFPT|P|CANTOR FITZGERALD & CO.|||Y|Y|N|N
CFRC|P|Cantor Fitzerald & Co.|||Y|Y|N|N
CFSC|P|INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC|||N|Y|N|N
CFSI|P|Ceros Financial Services, Inc.|||Y|Y|N|N
CGAM|P|CGIS SECURITIES LLC|||N|Y|N|N
CGAT|O|CADARET, GRANT & CO., INC.|NASDAQ TRADING|315-471-2191|N|Y|N|N
CGCO|P|CG Compass (USA) LLC|||N|Y|N|N
CGFL|P|Capital Growth Financial, LLC|TRADING|561-367-7123|N|N|N|N
CGFN|P|Capital Growth Financial|||N|N|N|N
CGMI|P|CITIGROUP GLOBAL MARKETS INC.|||Y|Y|Y|Y
CGWM|P|Citigroup Global Markets Inc.|||Y|Y|Y|Y
CGXS|P|ONECHRONOS MARKETS LLC|||N|Y|N|N
CHAS|M|Charles Schwab & Co., Inc.|SAN FRANCISCO, CA|415-667-5515|Y|Y|N|N
CHBC|P|PENSERRA SECURITIES, LLC|||Y|Y|N|N
CHCH|P|CHURCHILL FINANCIAL, LLC|||N|Y|N|N
CHCK|P|Chickasaw Securities, LLC|||N|Y|N|N
CHDA|N|Chapin, Davis|||N|Y|N|N
CHDN|P|CHARDAN CAPITAL MARKETS LLC|Trading Desk|646-465-9090|Y|Y|N|N
CHIG|M|Chicago Investment Group, LLC|TRADING|312-377-5113|N|N|N|N
CHIG|M|Chicago Investment Group, LLC|TRADING|312-377-4759|N|N|N|N
CHIG|M|Chicago Investment Group, LLC|L-TRADING|310-939-1943|N|N|N|N
CHIG|M|Chicago Investment Group, LLC|L- TRADING|310-939-1933|N|N|N|N
CHIL|N|Chilian Partners, L.P.|NASDAQ TRADING|407-362-4691|N|N|N|N
CHKG|P|Shin Han Global Securities|||N|N|N|N
CHLC|P|CHURCHILL CAPITAL USA, INC.|||Y|Y|N|N
CHLM|M|Craig-Hallum Capital Group LLC|MINNEAPOLIS, MN|612-334-2889|Y|Y|N|N
CHLM|M|Craig-Hallum Capital Group LLC||800-752-1471|Y|Y|N|N
CHMS|P|J.P. Morgan Securities LLC|||Y|Y|Y|Y
CHNR|P|CHAUNER SECURITIES, INC.|||N|Y|N|N
CHPP|P|TP ICAP Global Markets Americas LLC|||Y|Y|N|N
CHPR|P|CHOPPER SECURITIES, LLC|||N|N|N|N
CHSI|P|J.P. Morgan Securities LLC|||Y|Y|Y|Y
CHTS|P|Chatsworth Securities, LLC|||N|Y|N|N
CHXE|E|Chicago Stock Exchange|DFLR DEMPSEY|312-663-2255|N|N|N|N
CHXE|E|Chicago Stock Exchange|CSGG-ATD SPECIALISTS|312-663-2255|N|N|N|N
CHXE|E|Chicago Stock Exchange|JAMI-SJS SECURITIES|312-663-2255|N|N|N|N
CHXE|E|Chicago Stock Exchange|SSAL-SLVATORE & CO|312-663-2255|N|N|N|N
CHXX|P|CHXBD, LLC|||N|N|N|N
CIBC|P|CIBC World Markets Corp.|Trade Floor|212-856-3697|Y|Y|Y|Y
CIBC|P|CIBC World Markets Corp.|Trade Floor|212-856-3697|Y|Y|Y|Y
CIBC|P|CIBC World Markets Corp.|Trade Floor|212-856-3697|Y|Y|Y|Y
CIBC|P|CIBC World Markets Corp.|Trade Floor|212-856-3697|Y|Y|Y|Y
CIBP|P|CIBC World Markets Corp.|||Y|Y|Y|Y
CICC|P|CICC US SECURITIES, INC.|||N|Y|N|N
CICF|P|Canaccord Genuity Corp.|VANCOUVER, CANADA|604-643-7300|N|N|N|N
CICL|N|Carolinas Investment Consulting LLC|||N|Y|N|N
CIGC|P|CIG Corp.|||N|Y|N|N
CIIV|P|CORPORATE INVESTMENTS GROUP, INC.|||N|Y|N|N
CIMB|P|CGS - CIMB SECURITIES (USA), INC.|||N|Y|N|N
CIMS|P|CIM SECURITIES, LLC|||N|Y|N|N
CINN|E|National Stock Exchange|TRADING|800-843-3924|N|N|N|N
CINV|M|Corporate Investments Group, Inc.|CHICAGO, IL|773-728-9037|N|Y|N|N
CIRI|N|CAMBRIDGE INVESTMENT RESEARCH, INC.|||N|Y|N|N
CISE|P|Capital Investment Services, Inc.|||Y|Y|Y|Y
CISI|P|J.P. Morgan Securities LLC|||Y|Y|Y|Y
CIST|O|Capital Institutional Services, Inc.|DALLAS, TX|214-720-0504|Y|Y|N|N
CISV|P|CCO Investment Services Corp.|||N|Y|N|N
CITA|P|Citation Financial Group, L.P.|NEW YORK, NY|212-618-0339|N|N|N|N
CITA|P|Citation Financial Group, L.P.||800-691-0903|N|N|N|N
CITG|P|Citadel Trading Group L.L.C.|COMPLIANCE|312-395-2717|N|N|N|N
CITG|P|Citadel Trading Group L.L.C.|CHICAGO, IL|312-443-8401|N|N|N|N
CITI|P|CITIGROUP GLOBAL MARKETS INC.|||Y|Y|Y|Y
CITY|P|STIFEL, NICOLAUS & COMPANY, INCORPORATED|||Y|Y|N|N
CJIX|P|CJI Capital Markets, Inc.|||N|N|N|N
CJSC|P|CJS Securities, Inc.|||N|Y|N|N
